DATE,품목명,총반입량,전일,전년,서울청과,농협,중앙청과,동화청과,한국청과,대아청과
2024-02-16,감자,189,202,237,23,4,28,86,49,0
2024-02-15,감자,202,197,252,11,3,19,65,104,0
2024-02-14,감자,197,216,268,23,10,32,71,61,0
2024-02-13,감자,217,0,299,22,0,42,96,56,0
2024-02-08,감자,188,200,320,33,0,29,64,61,0
2024-02-07,감자,200,195,338,29,11,22,86,52,0
2024-02-06,감자,196,236,300,29,0,32,84,50,0
2024-02-05,감자,236,0,0,57,0,34,82,63,0
2024-02-03,감자,195,268,217,39,6,28,92,31,0
2024-02-02,감자,268,269,281,69,5,38,83,73,0
2024-02-01,감자,269,293,336,34,5,21,155,54,0
2024-01-31,감자,293,312,347,59,5,47,81,101,0
2024-01-30,감자,311,309,282,44,3,45,127,93,0
2024-01-29,감자,309,0,0,68,1,58,112,70,0
2024-01-27,감자,187,166,193,48,6,32,73,29,0
2024-01-26,감자,167,157,193,12,3,29,52,70,0
2024-01-25,감자,158,180,86,14,0,24,88,31,0
2024-01-24,감자,180,309,0,12,0,33,86,49,0
2024-01-23,감자,309,266,0,78,0,31,136,64,0
2024-01-22,감자,265,0,0,57,0,45,98,66,0
2024-01-20,감자,201,238,253,34,0,31,80,56,0
2024-01-19,감자,239,217,333,51,0,52,69,66,0
2024-01-18,감자,218,234,252,43,1,41,66,66,0
2024-01-17,감자,234,280,300,40,5,55,88,46,0
2024-01-16,감자,280,238,306,72,4,39,83,82,0
2024-01-15,감자,238,0,0,54,0,55,83,46,0
2024-01-13,감자,217,273,281,57,3,24,70,63,0
2024-01-12,감자,274,359,259,58,4,45,119,47,0
2024-01-11,감자,358,276,286,63,27,36,96,137,0
2024-01-10,감자,276,236,391,55,0,23,127,71,0
2024-01-09,감자,236,277,293,29,0,40,74,93,0
2024-01-08,감자,277,0,0,45,0,55,92,85,0
2024-01-06,감자,217,273,373,51,3,24,75,64,0
2024-01-05,감자,273,285,345,58,4,37,118,56,0
2024-01-04,감자,284,402,334,15,0,34,159,77,0
2024-01-03,감자,402,0,360,68,6,61,139,128,0
2023-12-30,감자,161,236,286,30,1,28,52,51,0
2023-12-29,감자,236,275,283,37,6,40,70,83,0
2023-12-28,감자,275,273,281,26,0,52,103,94,0
2023-12-27,감자,273,387,257,45,2,47,89,90,0
2023-12-26,감자,386,359,371,54,4,82,157,90,0
2023-12-25,감자,360,0,0,65,4,83,129,78,0
2023-12-23,감자,123,147,303,15,2,26,54,26,0
2023-12-22,감자,147,181,227,27,0,9,65,46,0
2023-12-21,감자,180,218,206,28,3,41,52,57,0
2023-12-20,감자,218,151,151,37,0,32,116,33,0
2023-12-19,감자,151,173,160,22,0,22,69,38,0
2023-12-18,감자,172,0,0,33,0,33,73,34,0
2023-12-16,감자,191,274,145,36,7,12,92,43,0
2023-12-15,감자,274,228,173,46,4,40,121,63,0
2023-12-14,감자,228,199,235,46,13,22,71,76,0
2023-12-13,감자,200,177,264,45,3,17,72,62,0
2023-12-12,감자,177,268,302,29,0,37,64,47,0
2023-12-11,감자,269,0,0,69,1,16,108,74,0
2023-12-09,감자,170,334,341,44,4,16,71,35,0
2023-12-08,감자,333,347,230,30,5,46,142,111,0
2023-12-07,감자,348,319,300,73,17,51,115,91,0
2023-12-06,감자,318,326,271,58,5,52,120,84,0
2023-12-05,감자,326,334,326,73,8,54,97,94,0
2023-12-04,감자,334,0,0,118,0,37,109,70,0
2023-12-01,감자,175,207,181,44,0,16,73,41,0
2023-11-30,감자,207,217,188,22,9,26,100,50,0
2023-11-29,감자,217,230,186,30,0,29,90,68,0
2023-11-28,감자,229,270,210,64,4,24,90,48,0
2023-11-27,감자,269,0,0,61,6,28,80,95,0
2023-11-25,감자,101,167,243,11,5,2,54,29,0
2023-11-24,감자,167,235,187,31,4,35,56,41,0
2023-11-23,감자,235,219,220,41,7,24,72,91,0
2023-11-22,감자,219,256,253,49,0,23,86,61,0
2023-11-21,감자,256,241,182,56,4,25,78,93,0
2023-11-20,감자,241,0,0,48,0,29,96,68,0
2023-11-18,감자,168,209,247,16,4,28,70,51,0
2023-11-17,감자,210,168,277,54,4,17,59,75,0
2023-11-16,감자,169,158,218,49,10,18,69,22,0
2023-11-15,감자,158,206,225,32,4,35,42,45,0
2023-11-14,감자,206,192,246,38,4,18,84,62,0
2023-11-13,감자,192,0,0,31,4,25,84,48,0
2023-11-11,감자,148,179,310,31,5,12,61,40,0
2023-11-10,감자,179,184,209,48,5,36,54,36,0
2023-11-09,감자,185,249,246,54,8,22,59,41,0
2023-11-08,감자,249,236,199,20,0,41,97,91,0
2023-11-07,감자,236,234,206,41,14,30,72,79,0
2023-11-06,감자,234,0,0,37,1,42,98,56,0
2023-11-03,감자,203,289,213,54,6,21,80,42,0
2023-11-02,감자,288,223,259,85,15,43,89,57,0
2023-11-01,감자,222,190,205,62,5,18,85,53,0
2023-10-31,감자,191,226,192,28,6,28,78,50,0
2023-10-30,감자,226,0,0,22,0,38,74,92,0
2023-10-28,감자,158,223,201,40,4,11,63,41,0
2023-10-27,감자,223,241,220,63,5,9,73,73,0
2023-10-26,감자,241,222,262,53,5,25,93,65,0
2023-10-25,감자,221,196,183,70,5,34,69,44,0
2023-10-24,감자,196,218,238,53,5,20,65,53,0
2023-10-23,감자,218,0,0,40,2,30,83,63,0
2023-10-21,감자,184,221,225,41,4,21,70,48,0
2023-10-20,감자,220,176,274,45,4,34,100,38,0
2023-10-19,감자,177,147,242,33,2,15,69,57,0
2023-10-18,감자,146,274,258,32,5,13,69,28,0
2023-10-17,감자,274,317,245,24,5,38,80,127,0
2023-10-16,감자,318,0,0,53,7,57,98,102,0
2023-10-14,감자,171,225,230,52,6,27,72,15,0
2023-10-13,감자,225,242,261,49,1,39,88,48,0
2023-10-12,감자,241,229,224,61,6,33,88,54,0
2023-10-11,감자,230,195,196,43,6,24,75,81,0
2023-10-10,감자,195,341,221,51,1,13,75,55,0
2023-10-09,감자,341,0,0,78,6,39,113,105,0
2023-10-07,감자,296,216,230,78,14,34,101,69,0
2023-10-06,감자,217,265,340,41,7,33,94,41,0
2023-10-05,감자,265,205,258,70,1,33,97,64,0
2023-10-04,감자,204,141,185,36,5,46,74,44,0
2023-10-03,감자,142,172,263,26,0,25,51,39,0
2023-10-02,감자,173,0,0,26,0,13,96,37,0
2023-09-28,감자,4,173,207,2,0,0,0,2,0
2023-09-27,감자,174,199,218,23,4,34,54,58,0
2023-09-26,감자,198,290,263,47,4,15,99,34,0
2023-09-25,감자,290,0,0,54,5,49,96,86,0
2023-09-23,감자,168,197,167,38,4,17,59,50,0
2023-09-22,감자,197,176,214,41,6,46,78,26,0
2023-09-21,감자,177,197,228,25,5,34,55,57,0
2023-09-20,감자,197,205,263,42,7,25,80,43,0
2023-09-19,감자,205,232,235,30,4,34,100,37,0
2023-09-18,감자,233,0,0,53,8,49,81,41,0
2023-09-16,감자,171,163,248,45,4,34,50,40,0
2023-09-15,감자,163,212,199,24,11,39,55,34,0
2023-09-14,감자,212,218,207,34,4,30,64,80,0
2023-09-13,감자,218,207,234,15,6,31,74,92,0
2023-09-12,감자,206,376,0,46,7,21,80,53,0
2023-09-11,감자,376,0,0,66,19,57,130,104,0
2023-09-09,감자,257,317,26,42,6,16,109,84,0
2023-09-08,감자,317,320,306,52,1,70,114,80,0
2023-09-07,감자,321,287,302,51,3,53,109,104,0
2023-09-06,감자,286,218,270,79,7,38,86,77,0
2023-09-05,감자,218,215,280,43,6,38,77,54,0
2023-09-04,감자,214,0,0,35,11,55,67,47,0
2023-09-02,감자,134,229,246,3,11,19,57,44,0
2023-09-01,감자,229,255,314,44,16,38,62,69,0
2023-08-31,감자,255,237,250,35,5,61,98,56,0
2023-08-30,감자,237,204,274,59,4,25,72,77,0
2023-08-29,감자,203,156,261,40,8,21,92,43,0
2023-08-28,감자,156,0,0,16,0,39,82,19,0
