DATE,품목명,총반입량,전일,전년,서울청과,농협,중앙청과,동화청과,한국청과,대아청과
2024-01-15,무,601,0,0,28,0,0,0,22,551
2024-01-13,무,348,506,709,25,0,0,0,26,297
2024-01-12,무,507,518,717,25,0,0,0,33,448
2024-01-11,무,518,565,469,25,0,0,15,30,448
2024-01-10,무,566,501,564,56,0,4,6,36,463
2024-01-09,무,501,657,493,36,0,4,15,9,437
2024-01-08,무,657,0,0,58,0,4,0,20,575
2024-01-06,무,663,642,784,72,0,0,11,41,539
2024-01-05,무,642,800,662,57,0,0,15,34,536
2024-01-04,무,801,908,503,65,0,0,15,46,674
2024-01-03,무,908,0,521,47,0,0,0,23,838
2023-12-30,무,687,661,569,25,0,0,11,4,648
2023-12-29,무,661,423,511,35,0,0,13,30,583
2023-12-28,무,423,431,345,25,0,0,15,20,363
2023-12-27,무,431,509,451,34,0,0,19,22,356
2023-12-26,무,509,526,524,20,0,0,0,16,473
2023-12-25,무,526,0,0,41,0,0,16,9,460
2023-12-23,무,191,427,435,17,0,0,0,13,161
2023-12-22,무,428,557,311,24,0,0,6,15,382
2023-12-21,무,556,664,463,25,0,0,13,23,496
2023-12-20,무,663,546,471,31,0,0,18,28,587
2023-12-19,무,547,308,187,35,0,0,15,23,473
2023-12-18,무,309,0,0,19,0,0,6,11,272
2023-12-16,무,265,321,401,28,0,0,0,13,224
2023-12-15,무,321,291,271,35,0,0,13,12,261
2023-12-14,무,292,278,361,29,0,0,0,5,257
2023-12-13,무,278,442,331,25,0,0,6,4,243
2023-12-12,무,441,447,361,40,0,0,16,9,377
2023-12-11,무,446,0,0,38,0,0,9,35,365
2023-12-09,무,361,518,518,16,0,0,8,13,324
2023-12-08,무,518,454,528,45,0,0,16,26,431
2023-12-07,무,454,601,403,27,0,0,0,19,408
2023-12-06,무,601,372,526,20,0,0,9,0,572
2023-12-05,무,371,432,494,20,0,2,15,5,330
2023-12-04,무,433,0,0,11,0,0,6,5,410
2023-12-01,무,568,424,291,10,0,0,6,10,542
2023-11-30,무,424,343,226,15,0,1,10,17,381
2023-11-29,무,343,292,201,25,0,0,7,17,294
2023-11-28,무,292,229,248,5,0,0,0,5,282
2023-11-27,무,229,0,0,0,0,0,7,0,222
2023-11-25,무,363,364,202,5,0,0,3,5,350
2023-11-24,무,365,428,235,21,0,0,3,19,321
2023-11-23,무,429,438,266,17,0,0,3,12,396
2023-11-22,무,438,448,380,32,0,0,0,22,384
2023-11-21,무,448,401,353,16,0,0,0,16,416
2023-11-20,무,401,0,0,15,0,0,10,7,369
2023-11-18,무,221,352,365,16,0,1,0,6,198
2023-11-17,무,352,384,367,17,0,0,0,5,330
2023-11-16,무,384,349,394,12,0,0,5,0,367
2023-11-15,무,349,411,409,20,0,0,0,0,329
2023-11-14,무,411,275,427,10,0,0,14,11,376
2023-11-13,무,275,0,0,12,0,0,0,0,263
2023-11-11,무,260,384,453,23,0,0,0,11,226
2023-11-10,무,384,445,360,27,0,1,16,9,331
2023-11-09,무,446,563,382,54,0,0,0,12,379
2023-11-08,무,563,349,440,34,0,0,0,1,528
2023-11-07,무,347,561,426,14,0,2,12,3,318
2023-11-06,무,561,0,0,33,0,0,0,0,528
2023-11-03,무,401,470,488,16,0,1,10,10,364
2023-11-02,무,471,512,416,35,0,0,5,22,408
2023-11-01,무,512,635,461,43,0,0,12,28,429
2023-10-31,무,634,495,595,51,0,0,0,33,551
2023-10-30,무,495,0,0,34,0,0,12,10,439
2023-10-28,무,394,360,634,12,0,12,0,1,369
2023-10-27,무,360,445,604,23,0,0,0,0,337
2023-10-26,무,445,672,478,14,0,17,0,30,384
2023-10-25,무,671,724,451,41,0,12,0,7,612
2023-10-24,무,723,796,474,67,0,12,24,13,608
2023-10-23,무,797,0,0,68,0,0,12,1,715
2023-10-21,무,645,409,567,18,0,0,13,0,615
2023-10-20,무,410,405,533,21,0,0,0,0,388
2023-10-19,무,405,867,602,39,0,0,12,1,353
2023-10-18,무,867,699,647,48,0,0,13,2,804
2023-10-17,무,699,694,651,34,0,0,10,24,631
2023-10-16,무,694,0,0,36,0,0,12,5,641
2023-10-14,무,403,593,656,34,0,0,0,16,353
2023-10-13,무,593,707,768,45,0,0,15,2,531
2023-10-12,무,706,750,558,57,0,0,13,18,619
2023-10-11,무,751,701,624,74,0,0,5,14,657
2023-10-10,무,701,549,767,49,0,0,24,3,625
2023-10-09,무,549,0,0,66,0,0,12,1,470
2023-10-07,무,544,645,616,34,0,0,0,29,481
2023-10-06,무,645,683,746,48,0,0,5,11,581
2023-10-05,무,683,858,520,47,0,0,12,27,597
2023-10-04,무,858,588,558,92,0,0,12,25,729
2023-10-03,무,587,731,564,58,0,0,12,31,487
2023-10-02,무,731,0,0,53,0,0,16,26,636
2023-09-28,무,417,998,610,0,0,0,12,1,403
2023-09-27,무,997,882,540,36,0,0,34,31,897
2023-09-26,무,882,959,620,48,0,0,24,33,777
2023-09-25,무,959,0,0,63,0,0,11,62,823
2023-09-23,무,1119,"1,075",547,92,0,0,17,34,975
2023-09-22,무,1075,650,585,58,0,0,14,19,984
2023-09-21,무,650,787,621,30,0,0,22,18,580
2023-09-20,무,787,"1,070",351,50,0,12,10,23,692
2023-09-19,무,1070,759,647,69,0,0,10,24,967
2023-09-18,무,759,0,0,52,0,0,12,20,675
2023-09-16,무,474,607,644,0,0,1,6,11,456
2023-09-15,무,606,668,664,46,0,0,8,16,537
2023-09-14,무,668,818,943,56,0,0,10,10,592
2023-09-13,무,819,784,799,39,0,0,12,10,757
2023-09-12,무,784,680,0,41,0,0,16,15,712
2023-09-11,무,680,0,0,42,0,0,15,16,607
2023-09-09,무,634,741,690,54,0,0,0,16,564
2023-09-08,무,741,763,"1,516",64,0,0,12,10,655
2023-09-07,무,763,918,853,22,0,0,6,0,735
2023-09-06,무,919,790,968,73,0,0,12,28,805
2023-09-05,무,790,676,"1,042",44,0,12,18,16,700
2023-09-04,무,676,0,0,66,0,12,12,10,576
2023-09-02,무,839,810,945,54,0,0,7,22,757
2023-09-01,무,811,307,740,62,0,0,5,23,720
2023-08-31,무,307,553,552,18,0,0,6,0,283
2023-08-30,무,553,713,713,59,0,10,23,11,450
2023-08-29,무,713,733,778,25,0,10,12,10,656
2023-08-28,무,733,0,0,56,0,0,10,18,649
2023-08-26,무,346,434,676,34,0,0,10,10,291
2023-08-25,무,433,647,736,34,0,0,17,5,378
2023-08-24,무,647,754,596,62,0,0,10,27,548
2023-08-23,무,754,667,683,56,0,0,16,10,672
2023-08-22,무,667,716,684,60,0,0,10,5,592
2023-08-21,무,715,0,0,80,0,0,10,23,603
2023-08-19,무,469,574,522,34,0,0,11,0,424
2023-08-18,무,574,525,568,42,0,0,12,24,496
2023-08-17,무,525,693,598,29,0,0,12,23,461
2023-08-16,무,693,678,519,41,0,6,11,12,623
2023-08-15,무,678,692,666,45,0,0,11,10,612
2023-08-14,무,692,0,0,39,0,0,10,25,618
2023-08-12,무,538,467,519,29,0,0,5,0,504
2023-08-11,무,466,722,652,17,0,0,0,11,439
