year,month,day,intake,avg_price,gap,rate
2015,6,23,44,1344,-243,Special
2015,6,24,266,1162,24,HIGH
2015,6,24,38,1380,36,Special
2015,6,25,222,1118,-44,HIGH
2015,6,25,32,1276,-104,Special
2015,6,26,230,1171,53,HIGH
2015,6,26,33,1344,68,Special
2015,6,27,163,1249,78,HIGH
2015,6,27,23,1439,95,Special
2015,6,29,297,1218,-31,HIGH
2015,6,29,42,1349,-90,Special
2015,6,30,227,1237,19,HIGH
2015,6,30,32,1344,-5,Special
2015,7,1,223,1235,-2,HIGH
2015,7,1,32,1320,-24,Special
2015,7,2,214,1222,-13,HIGH
2015,7,2,30,1311,-9,Special
2015,7,3,221,1212,-10,HIGH
2015,7,3,32,1307,-4,Special
2015,7,4,187,1213,1,HIGH
2015,7,4,27,1332,25,Special
2015,7,6,265,1198,-15,HIGH
2015,7,6,38,1326,-6,Special
2015,7,7,224,1179,-19,HIGH
2015,7,7,32,1349,23,Special
2015,7,8,191,1196,17,HIGH
2015,7,8,27,1357,8,Special
2015,7,9,171,1161,-35,HIGH
2015,7,9,24,1300,-57,Special
2015,7,10,190,1192,31,HIGH
2015,7,10,27,1341,41,Special
2015,7,11,200,1199,7,HIGH
2015,7,11,28,1364,23,Special
2015,7,13,229,1211,12,HIGH
2015,7,13,33,1403,39,Special
2015,7,14,198,1217,6,HIGH
2015,7,14,28,1478,75,Special
2015,7,15,229,1229,12,HIGH
2015,7,15,33,1525,47,Special
2015,7,16,181,1240,11,HIGH
2015,7,16,26,1528,3,Special
2015,7,17,195,1253,13,HIGH
2015,7,17,28,1541,13,Special
2015,7,18,151,1280,27,HIGH
2015,7,18,22,1547,6,Special
2015,7,20,216,1307,27,HIGH
2015,7,20,31,1525,-22,Special
2015,7,21,199,1320,13,HIGH
2015,7,21,28,1495,-30,Special
2015,7,22,196,1349,29,HIGH
2015,7,22,28,1450,-45,Special
2015,7,23,179,1343,-6,HIGH
2015,7,23,26,1440,-10,Special
2015,7,24,168,1349,6,HIGH
